lat,lon,status,host
-25.79114017,28.2958643,Present,Acer buergerianum
-25.7910991,28.29598987,Present,Acer buergerianum
-25.79050627,28.29596001,Present,Acer buergerianum
-25.77995568,28.29289819,Present,Platanus x acerifolia
-25.77977912,28.29273941,Present,Platanus x acerifolia
-25.77925094,28.29747083,Present,Platanus x acerifolia
-25.77923574,28.29718989,Present,Platanus x acerifolia
-25.7792212,28.22080019,Present,Unknown
-25.77833,28.22054167,Present,Unknown
-25.77792,28.21965667,Present,Unknown
-25.77783,28.22369667,Present,Unknown
-25.777695,28.220235,Present,Unknown
-25.77760833,28.22016167,Present,Unknown
-25.77233792,28.2371266,Present,Platanus racemosa
-25.7721215,28.2295002,Present,Combretum krausii
-25.77185908,28.23037942,Present,Combretum krausii
-25.77121762,28.22897643,Present,Salix alba
-25.77121371,28.22906398,Present,Salix alba
-25.7705534,28.2306966,Present,Salix alba
-25.77034365,28.22966606,Present,Salix alba
-25.7693934,28.22760856,Present,Acer sp.
-25.76935866,28.22741159,Present,Acer sp.
-25.76934278,28.22747946,Present,Acer buergerianum
-25.7689165,28.2316869,Present,Acer sp.
-25.76887367,28.23155924,Present,Acer sp.
-25.7688656,28.2317145,Present,Acer sp.
-25.76861111,28.23138889,Present,Acer negundo
-25.76676232,28.23344549,Present,Erythrina lysistemon
-25.7667021,28.2335764,Present,Erythrina lysistemon
-25.7665968,28.2334408,Present,Erythrina lysistemon
-25.7665508,28.2335337,Present,Erythrina lysistemon
-25.76648705,28.23345317,Present,Erythrina lysistemon
-25.76644745,28.23353027,Present,Erythrina lysistemon
-25.76644158,28.23342561,Present,Erythrina lysistemon
-25.76638409,28.23364824,Present,Erythrina caffra
-25.7663804,28.2335764,Present,Erythrina lysistemon
-25.76466805,28.22142501,Present,Quercus sp.
-25.7599085,28.2307983,Present,Quercus sp.
-25.7598892,28.2308708,Present,Quercus sp.
-25.75776018,28.23806547,Present,Unknown
-25.75643678,28.22613342,Present,Ceiba pentandra
-25.7559215,28.23518114,Present,Unknown
-25.7558108,28.2282258,Present,Other
-25.75564531,28.23568286,Present,Erythrina caffra
-25.7555157,28.2352752,Present,Acer buergerianum
-25.75444444,28.21722222,Present,Platanus x acerifolia
-25.7535067,28.231568,Present,Platanus x acerifolia
-25.75333333,28.19472222,Present,Platanus x acerifolia
-25.75305556,28.21888889,Present,Platanus x acerifolia
