"","lon","lat"
"98797",119.9,-25.3
"98798",120,-25.3
"98799",120.1,-25.3
"98800",120.2,-25.3
"98801",120.3,-25.3
"98802",120.4,-25.3
"98803",120.5,-25.3
"98804",120.6,-25.3
"98805",120.7,-25.3
"98806",120.8,-25.3
"98807",120.9,-25.3
"98808",121,-25.3
"98809",121.1,-25.3
"98810",121.2,-25.3
"98811",121.3,-25.3
"98812",121.4,-25.3
"98813",121.5,-25.3
"98814",121.6,-25.3
"98815",121.7,-25.3
"98816",121.8,-25.3
"98817",121.9,-25.3
"98818",122,-25.3
"98819",122.1,-25.3
"98820",122.2,-25.3
"98821",122.3,-25.3
"98822",122.4,-25.3
"98823",122.5,-25.3
"98824",122.6,-25.3
"98825",122.7,-25.3
"98826",122.8,-25.3
"98827",122.9,-25.3
"98828",123,-25.3
"98829",123.1,-25.3
"98830",123.2,-25.3
"98831",123.3,-25.3
"98832",123.4,-25.3
"98833",123.5,-25.3
"98834",123.6,-25.3
"98835",123.7,-25.3
"98836",123.8,-25.3
"98837",123.9,-25.3
"98838",124,-25.3
"98839",124.1,-25.3
"98840",124.2,-25.3
"98841",124.3,-25.3
"98842",124.4,-25.3
"98843",124.5,-25.3
"98844",124.6,-25.3
"98845",124.7,-25.3
"98846",124.8,-25.3
"98847",124.9,-25.3
"98848",125,-25.3
"98849",125.1,-25.3
"98850",125.2,-25.3
"98851",125.3,-25.3
"98852",125.4,-25.3
"98853",125.5,-25.3
"98854",125.6,-25.3
"98855",125.7,-25.3
"98856",125.8,-25.3
"98857",125.9,-25.3
"98858",126,-25.3
"98859",126.1,-25.3
"98860",126.2,-25.3
"98861",126.3,-25.3
"98862",126.4,-25.3
"98863",126.5,-25.3
"98864",126.6,-25.3
"98865",126.7,-25.3
"98866",126.8,-25.3
"98867",126.9,-25.3
"98868",127,-25.3
"98869",127.1,-25.3
"98870",127.2,-25.3
"98871",127.3,-25.3
"98872",127.4,-25.3
"98873",127.5,-25.3
"98874",127.6,-25.3
"98875",127.7,-25.3
"98876",127.8,-25.3
"98877",127.9,-25.3
"98878",128,-25.3
"98879",128.1,-25.3
"98880",128.2,-25.3
"98881",128.3,-25.3
"98882",128.4,-25.3
"98883",128.5,-25.3
"98884",128.6,-25.3
"98885",128.7,-25.3
"98886",128.8,-25.3
"98887",128.9,-25.3
"98888",129,-25.3
"98889",129.1,-25.3
"98890",129.2,-25.3
"98891",129.3,-25.3
"98892",129.4,-25.3
"98893",129.5,-25.3
"98894",129.6,-25.3
"98895",129.7,-25.3
"98896",129.8,-25.3
"98897",129.9,-25.3
"98898",130,-25.3
"98899",130.1,-25.3
"98900",130.2,-25.3
"98901",130.3,-25.3
"98902",130.4,-25.3
"98903",130.5,-25.3
"98904",130.6,-25.3
"98905",130.7,-25.3
"98906",130.8,-25.3
"98907",130.9,-25.3
"98908",131,-25.3
"98909",131.1,-25.3
"98910",131.2,-25.3
"98911",131.3,-25.3
"98912",131.4,-25.3
"98913",131.5,-25.3
"98914",131.6,-25.3
"98915",131.7,-25.3
"98916",131.8,-25.3
"98917",131.9,-25.3
"98918",132,-25.3
"98919",132.1,-25.3
"98920",132.2,-25.3
"98921",132.3,-25.3
"98922",132.4,-25.3
"98923",132.5,-25.3
"98924",132.6,-25.3
"98925",132.7,-25.3
"98926",132.8,-25.3
"98927",132.9,-25.3
"98928",133,-25.3
"98929",133.1,-25.3
"98930",133.2,-25.3
"98931",133.3,-25.3
"98932",133.4,-25.3
"98933",133.5,-25.3
"98934",133.6,-25.3
"98935",133.7,-25.3
"98936",133.8,-25.3
"98937",133.9,-25.3
"98938",134,-25.3
"98939",134.1,-25.3
"98940",134.2,-25.3
"98941",134.3,-25.3
"98942",134.4,-25.3
"98943",134.5,-25.3
"98944",134.6,-25.3
"98945",134.7,-25.3
"98946",134.8,-25.3
"98947",134.9,-25.3
"98948",135,-25.3
"98949",135.1,-25.3
"98950",135.2,-25.3
"98951",135.3,-25.3
"98952",135.4,-25.3
"98953",135.5,-25.3
"98954",135.6,-25.3
"98955",135.7,-25.3
"98956",135.8,-25.3
"98957",135.9,-25.3
"98958",136,-25.3
"98959",136.1,-25.3
"98960",136.2,-25.3
"98961",136.3,-25.3
"98962",136.4,-25.3
"98963",136.5,-25.3
"98964",136.6,-25.3
"98965",136.7,-25.3
"98966",136.8,-25.3
"98967",136.9,-25.3
"98968",137,-25.3
"98969",137.1,-25.3
"98970",137.2,-25.3
"98971",137.3,-25.3
"98972",137.4,-25.3
"98973",137.5,-25.3
"98974",137.6,-25.3
"98975",137.7,-25.3
"98976",137.8,-25.3
"98977",137.9,-25.3
"98978",138,-25.3
"98979",138.1,-25.3
"98980",138.2,-25.3
"98981",138.3,-25.3
"98982",138.4,-25.3
"98983",138.5,-25.3
"98984",138.6,-25.3
"98985",138.7,-25.3
"98986",138.8,-25.3
"98987",138.9,-25.3
"98988",139,-25.3
"98989",139.1,-25.3
"98990",139.2,-25.3
"98991",139.3,-25.3
"98992",139.4,-25.3
"98993",139.5,-25.3
"98994",139.6,-25.3
"98995",139.7,-25.3
"98996",139.8,-25.3
"98997",139.9,-25.3
"98998",140,-25.3
"98999",140.1,-25.3
"99000",140.2,-25.3
"99001",140.3,-25.3
"99002",140.4,-25.3
"99003",140.5,-25.3
"99004",140.6,-25.3
"99005",140.7,-25.3
"99006",140.8,-25.3
"99007",140.9,-25.3
"99008",141,-25.3
"99009",141.1,-25.3
"99010",141.2,-25.3
"99011",141.3,-25.3
"99012",141.4,-25.3
"99013",141.5,-25.3
"99014",141.6,-25.3
"99015",141.7,-25.3
"99016",141.8,-25.3
"99017",141.9,-25.3
"99018",142,-25.3
"99019",142.1,-25.3
"99020",142.2,-25.3
"99021",142.3,-25.3
"99022",142.4,-25.3
"99023",142.5,-25.3
"99024",142.6,-25.3
"99025",142.7,-25.3
"99026",142.8,-25.3
"99027",142.9,-25.3
"99028",143,-25.3
"99029",143.1,-25.3
"99030",143.2,-25.3
"99031",143.3,-25.3
"99032",143.4,-25.3
"99033",143.5,-25.3
"99034",143.6,-25.3
"99035",143.7,-25.3
"99036",143.8,-25.3
"99037",143.9,-25.3
"99038",144,-25.3
"99039",144.1,-25.3
"99040",144.2,-25.3
"99041",144.3,-25.3
"99042",144.4,-25.3
"99043",144.5,-25.3
"99044",144.6,-25.3
"99045",144.7,-25.3
"99046",144.8,-25.3
"99047",144.9,-25.3
"99048",145,-25.3
"99049",145.1,-25.3
"99050",145.2,-25.3
"99051",145.3,-25.3
"99052",145.4,-25.3
"99053",145.5,-25.3
"99054",145.6,-25.3
"99055",145.7,-25.3
"99056",145.8,-25.3
"99057",145.9,-25.3
"99058",146,-25.3
"99059",146.1,-25.3
"99060",146.2,-25.3
"99061",146.3,-25.3
"99062",146.4,-25.3
"99063",146.5,-25.3
"99064",146.6,-25.3
"99065",146.7,-25.3
"99066",146.8,-25.3
"99067",146.9,-25.3
"99068",147,-25.3
"99069",147.1,-25.3
"99070",147.2,-25.3
"99071",147.3,-25.3
"99072",147.4,-25.3
"99073",147.5,-25.3
"99074",147.6,-25.3
"99075",147.7,-25.3
"99076",147.8,-25.3
"99077",147.9,-25.3
"99078",148,-25.3
"99079",148.1,-25.3
"99080",148.2,-25.3
"99081",148.3,-25.3
"99082",148.4,-25.3
"99083",148.5,-25.3
"99084",148.6,-25.3
"99085",148.7,-25.3
"99086",148.8,-25.3
"99087",148.9,-25.3
"99088",149,-25.3
"99089",149.1,-25.3
"99090",149.2,-25.3
"99091",149.3,-25.3
"99092",149.4,-25.3
"99093",149.5,-25.3
"99094",149.6,-25.3
"99095",149.7,-25.3
"99096",149.8,-25.3
"99097",149.9,-25.3
"99098",150,-25.3
"99099",150.1,-25.3
"99100",150.2,-25.3
"99101",150.3,-25.3
"99102",150.4,-25.3
"99103",150.5,-25.3
"99104",150.6,-25.3
"99105",150.7,-25.3
"99106",150.8,-25.3
"99107",150.9,-25.3
"99108",151,-25.3
"99109",151.1,-25.3
"99110",151.2,-25.3
"99111",151.3,-25.3
"99112",151.4,-25.3
"99113",151.5,-25.3
"99114",151.6,-25.3
"99115",151.7,-25.3
"99116",151.8,-25.3
"99117",151.9,-25.3
"99118",152,-25.3
"99119",152.1,-25.3
"99120",152.2,-25.3
"99121",152.3,-25.3
"99122",152.4,-25.3
"99123",152.5,-25.3
"99124",152.6,-25.3
"99125",152.7,-25.3
"99126",152.8,-25.3
"99127",152.9,-25.3
"99129",153.1,-25.3
"99130",153.2,-25.3
"99238",113.9,-25.2
"99239",114,-25.2
"99240",114.1,-25.2
"99241",114.2,-25.2
"99242",114.3,-25.2
"99243",114.4,-25.2
"99244",114.5,-25.2
"99245",114.6,-25.2
"99246",114.7,-25.2
"99247",114.8,-25.2
"99248",114.9,-25.2
"99249",115,-25.2
"99250",115.1,-25.2
"99251",115.2,-25.2
"99252",115.3,-25.2
"99253",115.4,-25.2
"99254",115.5,-25.2
"99255",115.6,-25.2
"99256",115.7,-25.2
"99257",115.8,-25.2
"99258",115.9,-25.2
"99259",116,-25.2
"99260",116.1,-25.2
"99261",116.2,-25.2
"99262",116.3,-25.2
"99263",116.4,-25.2
"99264",116.5,-25.2
"99265",116.6,-25.2
"99266",116.7,-25.2
"99267",116.8,-25.2
"99268",116.9,-25.2
"99269",117,-25.2
"99270",117.1,-25.2
"99271",117.2,-25.2
"99272",117.3,-25.2
"99273",117.4,-25.2
"99274",117.5,-25.2
"99275",117.6,-25.2
"99276",117.7,-25.2
"99277",117.8,-25.2
"99278",117.9,-25.2
"99279",118,-25.2
"99280",118.1,-25.2
"99281",118.2,-25.2
"99282",118.3,-25.2
"99283",118.4,-25.2
"99284",118.5,-25.2
"99285",118.6,-25.2
"99286",118.7,-25.2
"99287",118.8,-25.2
"99288",118.9,-25.2
"99289",119,-25.2
"99290",119.1,-25.2
"99291",119.2,-25.2
"99292",119.3,-25.2
"99293",119.4,-25.2
"99294",119.5,-25.2
"99295",119.6,-25.2
"99296",119.7,-25.2
"99297",119.8,-25.2
"99298",119.9,-25.2
"99299",120,-25.2
"99300",120.1,-25.2
"99301",120.2,-25.2
"99302",120.3,-25.2
"99303",120.4,-25.2
"99304",120.5,-25.2
"99305",120.6,-25.2
"99306",120.7,-25.2
"99307",120.8,-25.2
"99308",120.9,-25.2
"99309",121,-25.2
"99310",121.1,-25.2
"99311",121.2,-25.2
"99312",121.3,-25.2
"99313",121.4,-25.2
"99314",121.5,-25.2
"99315",121.6,-25.2
"99316",121.7,-25.2
"99317",121.8,-25.2
"99318",121.9,-25.2
"99319",122,-25.2
"99320",122.1,-25.2
"99321",122.2,-25.2
"99322",122.3,-25.2
"99323",122.4,-25.2
"99324",122.5,-25.2
"99325",122.6,-25.2
"99326",122.7,-25.2
"99327",122.8,-25.2
"99328",122.9,-25.2
"99329",123,-25.2
"99330",123.1,-25.2
"99331",123.2,-25.2
"99332",123.3,-25.2
"99333",123.4,-25.2
"99334",123.5,-25.2
"99335",123.6,-25.2
"99336",123.7,-25.2
"99337",123.8,-25.2
"99338",123.9,-25.2
"99339",124,-25.2
"99340",124.1,-25.2
"99341",124.2,-25.2
"99342",124.3,-25.2
"99343",124.4,-25.2
"99344",124.5,-25.2
"99345",124.6,-25.2
"99346",124.7,-25.2
"99347",124.8,-25.2
"99348",124.9,-25.2
"99349",125,-25.2
"99350",125.1,-25.2
"99351",125.2,-25.2
"99352",125.3,-25.2
"99353",125.4,-25.2
"99354",125.5,-25.2
"99355",125.6,-25.2
"99356",125.7,-25.2
"99357",125.8,-25.2
"99358",125.9,-25.2
"99359",126,-25.2
"99360",126.1,-25.2
"99361",126.2,-25.2
"99362",126.3,-25.2
"99363",126.4,-25.2
"99364",126.5,-25.2
"99365",126.6,-25.2
"99366",126.7,-25.2
"99367",126.8,-25.2
"99368",126.9,-25.2
"99369",127,-25.2
"99370",127.1,-25.2
"99371",127.2,-25.2
"99372",127.3,-25.2
"99373",127.4,-25.2
"99374",127.5,-25.2
"99375",127.6,-25.2
"99376",127.7,-25.2
"99377",127.8,-25.2
"99378",127.9,-25.2
"99379",128,-25.2
"99380",128.1,-25.2
"99381",128.2,-25.2
"99382",128.3,-25.2
"99383",128.4,-25.2
"99384",128.5,-25.2
"99385",128.6,-25.2
"99386",128.7,-25.2
"99387",128.8,-25.2
"99388",128.9,-25.2
"99389",129,-25.2
"99390",129.1,-25.2
"99391",129.2,-25.2
"99392",129.3,-25.2
"99393",129.4,-25.2
"99394",129.5,-25.2
"99395",129.6,-25.2
"99396",129.7,-25.2
"99397",129.8,-25.2
"99398",129.9,-25.2
"99399",130,-25.2
"99400",130.1,-25.2
"99401",130.2,-25.2
"99402",130.3,-25.2
"99403",130.4,-25.2
"99404",130.5,-25.2
"99405",130.6,-25.2
"99406",130.7,-25.2
"99407",130.8,-25.2
"99408",130.9,-25.2
"99409",131,-25.2
"99410",131.1,-25.2
"99411",131.2,-25.2
"99412",131.3,-25.2
"99413",131.4,-25.2
"99414",131.5,-25.2
"99415",131.6,-25.2
"99416",131.7,-25.2
"99417",131.8,-25.2
"99418",131.9,-25.2
"99419",132,-25.2
"99420",132.1,-25.2
"99421",132.2,-25.2
"99422",132.3,-25.2
"99423",132.4,-25.2
"99424",132.5,-25.2
"99425",132.6,-25.2
"99426",132.7,-25.2
"99427",132.8,-25.2
"99428",132.9,-25.2
"99429",133,-25.2
"99430",133.1,-25.2
"99431",133.2,-25.2
"99432",133.3,-25.2
"99433",133.4,-25.2
"99434",133.5,-25.2
"99435",133.6,-25.2
"99436",133.7,-25.2
"99437",133.8,-25.2
"99438",133.9,-25.2
"99439",134,-25.2
"99440",134.1,-25.2
"99441",134.2,-25.2
"99442",134.3,-25.2
"99443",134.4,-25.2
"99444",134.5,-25.2
"99445",134.6,-25.2
"99446",134.7,-25.2
"99447",134.8,-25.2
"99448",134.9,-25.2
"99449",135,-25.2
"99450",135.1,-25.2
"99451",135.2,-25.2
"99452",135.3,-25.2
"99453",135.4,-25.2
"99454",135.5,-25.2
"99455",135.6,-25.2
"99456",135.7,-25.2
"99457",135.8,-25.2
"99458",135.9,-25.2
"99459",136,-25.2
"99460",136.1,-25.2
"99461",136.2,-25.2
"99462",136.3,-25.2
"99463",136.4,-25.2
"99464",136.5,-25.2
"99465",136.6,-25.2
"99466",136.7,-25.2
"99467",136.8,-25.2
"99468",136.9,-25.2
"99469",137,-25.2
"99470",137.1,-25.2
"99471",137.2,-25.2
"99472",137.3,-25.2
"99473",137.4,-25.2
"99474",137.5,-25.2
"99475",137.6,-25.2
"99476",137.7,-25.2
"99477",137.8,-25.2
"99478",137.9,-25.2
"99479",138,-25.2
"99480",138.1,-25.2
"99481",138.2,-25.2
"99482",138.3,-25.2
"99483",138.4,-25.2
"99484",138.5,-25.2
"99485",138.6,-25.2
"99486",138.7,-25.2
"99487",138.8,-25.2
"99488",138.9,-25.2
"99489",139,-25.2
"99490",139.1,-25.2
"99491",139.2,-25.2
"99492",139.3,-25.2
"99493",139.4,-25.2
"99494",139.5,-25.2
"99495",139.6,-25.2
"99496",139.7,-25.2
"99497",139.8,-25.2
"99498",139.9,-25.2
"99499",140,-25.2
"99500",140.1,-25.2
"99501",140.2,-25.2
"99502",140.3,-25.2
"99503",140.4,-25.2
"99504",140.5,-25.2
"99505",140.6,-25.2
"99506",140.7,-25.2
"99507",140.8,-25.2
"99508",140.9,-25.2
"99509",141,-25.2
"99510",141.1,-25.2
"99511",141.2,-25.2
"99512",141.3,-25.2
"99513",141.4,-25.2
"99514",141.5,-25.2
"99515",141.6,-25.2
"99516",141.7,-25.2
"99517",141.8,-25.2
"99518",141.9,-25.2
"99519",142,-25.2
"99520",142.1,-25.2
"99521",142.2,-25.2
"99522",142.3,-25.2
"99523",142.4,-25.2
"99524",142.5,-25.2
"99525",142.6,-25.2
"99526",142.7,-25.2
"99527",142.8,-25.2
"99528",142.9,-25.2
"99529",143,-25.2
"99530",143.1,-25.2
"99531",143.2,-25.2
"99532",143.3,-25.2
"99533",143.4,-25.2
"99534",143.5,-25.2
"99535",143.6,-25.2
"99536",143.7,-25.2
"99537",143.8,-25.2
"99538",143.9,-25.2
"99539",144,-25.2
"99540",144.1,-25.2
"99541",144.2,-25.2
"99542",144.3,-25.2
"99543",144.4,-25.2
"99544",144.5,-25.2
"99545",144.6,-25.2
"99546",144.7,-25.2
"99547",144.8,-25.2
"99548",144.9,-25.2
"99549",145,-25.2
"99550",145.1,-25.2
"99551",145.2,-25.2
"99552",145.3,-25.2
"99553",145.4,-25.2
"99554",145.5,-25.2
"99555",145.6,-25.2
"99556",145.7,-25.2
"99557",145.8,-25.2
"99558",145.9,-25.2
"99559",146,-25.2
"99560",146.1,-25.2
"99561",146.2,-25.2
"99562",146.3,-25.2
"99563",146.4,-25.2
"99564",146.5,-25.2
"99565",146.6,-25.2
"99566",146.7,-25.2
"99567",146.8,-25.2
"99568",146.9,-25.2
"99569",147,-25.2
"99570",147.1,-25.2
"99571",147.2,-25.2
"99572",147.3,-25.2
"99573",147.4,-25.2
"99574",147.5,-25.2
"99575",147.6,-25.2
"99576",147.7,-25.2
"99577",147.8,-25.2
"99578",147.9,-25.2
"99579",148,-25.2
"99580",148.1,-25.2
"99581",148.2,-25.2
"99582",148.3,-25.2
"99583",148.4,-25.2
"99584",148.5,-25.2
"99585",148.6,-25.2
"99586",148.7,-25.2
"99587",148.8,-25.2
"99588",148.9,-25.2
"99589",149,-25.2
"99590",149.1,-25.2
"99591",149.2,-25.2
"99592",149.3,-25.2
"99593",149.4,-25.2
"99594",149.5,-25.2
"99595",149.6,-25.2
"99596",149.7,-25.2
"99597",149.8,-25.2
"99598",149.9,-25.2
"99599",150,-25.2
"99600",150.1,-25.2
"99601",150.2,-25.2
"99602",150.3,-25.2
"99603",150.4,-25.2
"99604",150.5,-25.2
"99605",150.6,-25.2
"99606",150.7,-25.2
"99607",150.8,-25.2
"99608",150.9,-25.2
"99609",151,-25.2
"99610",151.1,-25.2
"99611",151.2,-25.2
"99612",151.3,-25.2
"99613",151.4,-25.2
"99614",151.5,-25.2
"99615",151.6,-25.2
"99616",151.7,-25.2
"99617",151.8,-25.2
"99618",151.9,-25.2
"99619",152,-25.2
"99620",152.1,-25.2
"99621",152.2,-25.2
"99622",152.3,-25.2
"99623",152.4,-25.2
"99624",152.5,-25.2
"99625",152.6,-25.2
"99630",153.1,-25.2
"99631",153.2,-25.2
"99731",113.1,-25.1
"99738",113.8,-25.1
"99739",113.9,-25.1
"99740",114,-25.1
"99741",114.1,-25.1
"99742",114.2,-25.1
"99743",114.3,-25.1
"99744",114.4,-25.1
"99745",114.5,-25.1
"99746",114.6,-25.1
"99747",114.7,-25.1
"99748",114.8,-25.1
"99749",114.9,-25.1
"99750",115,-25.1
"99751",115.1,-25.1
"99752",115.2,-25.1
"99753",115.3,-25.1
"99754",115.4,-25.1
"99755",115.5,-25.1
"99756",115.6,-25.1
"99757",115.7,-25.1
"99758",115.8,-25.1
"99759",115.9,-25.1
"99760",116,-25.1
"99761",116.1,-25.1
"99762",116.2,-25.1
"99763",116.3,-25.1
"99764",116.4,-25.1
"99765",116.5,-25.1
"99766",116.6,-25.1
"99767",116.7,-25.1
"99768",116.8,-25.1
"99769",116.9,-25.1
"99770",117,-25.1
"99771",117.1,-25.1
"99772",117.2,-25.1
"99773",117.3,-25.1
"99774",117.4,-25.1
"99775",117.5,-25.1
"99776",117.6,-25.1
"99777",117.7,-25.1
"99778",117.8,-25.1
"99779",117.9,-25.1
"99780",118,-25.1
"99781",118.1,-25.1
"99782",118.2,-25.1
"99783",118.3,-25.1
"99784",118.4,-25.1
"99785",118.5,-25.1
"99786",118.6,-25.1
"99787",118.7,-25.1
"99788",118.8,-25.1
"99789",118.9,-25.1
"99790",119,-25.1
"99791",119.1,-25.1
"99792",119.2,-25.1
"99793",119.3,-25.1
"99794",119.4,-25.1
"99795",119.5,-25.1
"99796",119.6,-25.1
"99797",119.7,-25.1
"99798",119.8,-25.1
"99799",119.9,-25.1
"99800",120,-25.1
"99801",120.1,-25.1
"99802",120.2,-25.1
"99803",120.3,-25.1
"99804",120.4,-25.1
"99805",120.5,-25.1
"99806",120.6,-25.1
"99807",120.7,-25.1
"99808",120.8,-25.1
"99809",120.9,-25.1
"99810",121,-25.1
"99811",121.1,-25.1
"99812",121.2,-25.1
"99813",121.3,-25.1
"99814",121.4,-25.1
"99815",121.5,-25.1
"99816",121.6,-25.1
"99817",121.7,-25.1
"99818",121.8,-25.1
"99819",121.9,-25.1
"99820",122,-25.1
"99821",122.1,-25.1
"99822",122.2,-25.1
"99823",122.3,-25.1
"99824",122.4,-25.1
"99825",122.5,-25.1
"99826",122.6,-25.1
"99827",122.7,-25.1
"99828",122.8,-25.1
"99829",122.9,-25.1
"99830",123,-25.1
"99831",123.1,-25.1
"99832",123.2,-25.1
"99833",123.3,-25.1
"99834",123.4,-25.1
"99835",123.5,-25.1
"99836",123.6,-25.1
"99837",123.7,-25.1
"99838",123.8,-25.1
"99839",123.9,-25.1
"99840",124,-25.1
"99841",124.1,-25.1
"99842",124.2,-25.1
"99843",124.3,-25.1
"99844",124.4,-25.1
"99845",124.5,-25.1
"99846",124.6,-25.1
"99847",124.7,-25.1
"99848",124.8,-25.1
"99849",124.9,-25.1
"99850",125,-25.1
"99851",125.1,-25.1
"99852",125.2,-25.1
"99853",125.3,-25.1
"99854",125.4,-25.1
"99855",125.5,-25.1
"99856",125.6,-25.1
"99857",125.7,-25.1
"99858",125.8,-25.1
"99859",125.9,-25.1
"99860",126,-25.1
"99861",126.1,-25.1
"99862",126.2,-25.1
"99863",126.3,-25.1
"99864",126.4,-25.1
"99865",126.5,-25.1
"99866",126.6,-25.1
"99867",126.7,-25.1
"99868",126.8,-25.1
"99869",126.9,-25.1
"99870",127,-25.1
"99871",127.1,-25.1
"99872",127.2,-25.1
"99873",127.3,-25.1
"99874",127.4,-25.1
"99875",127.5,-25.1
"99876",127.6,-25.1
"99877",127.7,-25.1
"99878",127.8,-25.1
"99879",127.9,-25.1
"99880",128,-25.1
"99881",128.1,-25.1
"99882",128.2,-25.1
"99883",128.3,-25.1
"99884",128.4,-25.1
"99885",128.5,-25.1
"99886",128.6,-25.1
"99887",128.7,-25.1
"99888",128.8,-25.1
"99889",128.9,-25.1
"99890",129,-25.1
"99891",129.1,-25.1
"99892",129.2,-25.1
"99893",129.3,-25.1
"99894",129.4,-25.1
"99895",129.5,-25.1
"99896",129.6,-25.1
"99897",129.7,-25.1
"99898",129.8,-25.1
"99899",129.9,-25.1
"99900",130,-25.1
"99901",130.1,-25.1
"99902",130.2,-25.1
"99903",130.3,-25.1
"99904",130.4,-25.1
"99905",130.5,-25.1
"99906",130.6,-25.1
"99907",130.7,-25.1
"99908",130.8,-25.1
"99909",130.9,-25.1
"99910",131,-25.1
"99911",131.1,-25.1
"99912",131.2,-25.1
"99913",131.3,-25.1
"99914",131.4,-25.1
"99915",131.5,-25.1
"99916",131.6,-25.1
"99917",131.7,-25.1
"99918",131.8,-25.1
"99919",131.9,-25.1
"99920",132,-25.1
"99921",132.1,-25.1
"99922",132.2,-25.1
"99923",132.3,-25.1
"99924",132.4,-25.1
"99925",132.5,-25.1
"99926",132.6,-25.1
"99927",132.7,-25.1
"99928",132.8,-25.1
"99929",132.9,-25.1
"99930",133,-25.1
"99931",133.1,-25.1
"99932",133.2,-25.1
"99933",133.3,-25.1
"99934",133.4,-25.1
"99935",133.5,-25.1
"99936",133.6,-25.1
"99937",133.7,-25.1
"99938",133.8,-25.1
"99939",133.9,-25.1
"99940",134,-25.1
"99941",134.1,-25.1
"99942",134.2,-25.1
"99943",134.3,-25.1
"99944",134.4,-25.1
"99945",134.5,-25.1
"99946",134.6,-25.1
"99947",134.7,-25.1
"99948",134.8,-25.1
"99949",134.9,-25.1
"99950",135,-25.1
"99951",135.1,-25.1
"99952",135.2,-25.1
"99953",135.3,-25.1
"99954",135.4,-25.1
"99955",135.5,-25.1
"99956",135.6,-25.1
"99957",135.7,-25.1
"99958",135.8,-25.1
"99959",135.9,-25.1
"99960",136,-25.1
"99961",136.1,-25.1
"99962",136.2,-25.1
"99963",136.3,-25.1
"99964",136.4,-25.1
"99965",136.5,-25.1
"99966",136.6,-25.1
"99967",136.7,-25.1
"99968",136.8,-25.1
"99969",136.9,-25.1
"99970",137,-25.1
"99971",137.1,-25.1
"99972",137.2,-25.1
"99973",137.3,-25.1
"99974",137.4,-25.1
"99975",137.5,-25.1
"99976",137.6,-25.1
"99977",137.7,-25.1
"99978",137.8,-25.1
"99979",137.9,-25.1
"99980",138,-25.1
"99981",138.1,-25.1
"99982",138.2,-25.1
"99983",138.3,-25.1
"99984",138.4,-25.1
"99985",138.5,-25.1
"99986",138.6,-25.1
"99987",138.7,-25.1
"99988",138.8,-25.1
"99989",138.9,-25.1
"99990",139,-25.1
"99991",139.1,-25.1
"99992",139.2,-25.1
"99993",139.3,-25.1
"99994",139.4,-25.1
"99995",139.5,-25.1
"99996",139.6,-25.1
"99997",139.7,-25.1
"99998",139.8,-25.1
"99999",139.9,-25.1
"100000",140,-25.1
"100001",140.1,-25.1
"100002",140.2,-25.1
"100003",140.3,-25.1
"100004",140.4,-25.1
"100005",140.5,-25.1
"100006",140.6,-25.1
"100007",140.7,-25.1
"100008",140.8,-25.1
"100009",140.9,-25.1
"100010",141,-25.1
"100011",141.1,-25.1
"100012",141.2,-25.1
"100013",141.3,-25.1
"100014",141.4,-25.1
"100015",141.5,-25.1
"100016",141.6,-25.1
"100017",141.7,-25.1
"100018",141.8,-25.1
"100019",141.9,-25.1
"100020",142,-25.1
"100021",142.1,-25.1
"100022",142.2,-25.1
"100023",142.3,-25.1
"100024",142.4,-25.1
"100025",142.5,-25.1
"100026",142.6,-25.1
"100027",142.7,-25.1
"100028",142.8,-25.1
"100029",142.9,-25.1
"100030",143,-25.1
"100031",143.1,-25.1
"100032",143.2,-25.1
"100033",143.3,-25.1
"100034",143.4,-25.1
"100035",143.5,-25.1
"100036",143.6,-25.1
"100037",143.7,-25.1
"100038",143.8,-25.1
"100039",143.9,-25.1
"100040",144,-25.1
"100041",144.1,-25.1
"100042",144.2,-25.1
"100043",144.3,-25.1
"100044",144.4,-25.1
"100045",144.5,-25.1
"100046",144.6,-25.1
"100047",144.7,-25.1
"100048",144.8,-25.1
"100049",144.9,-25.1
"100050",145,-25.1
"100051",145.1,-25.1
"100052",145.2,-25.1
"100053",145.3,-25.1
"100054",145.4,-25.1
"100055",145.5,-25.1
"100056",145.6,-25.1
"100057",145.7,-25.1
"100058",145.8,-25.1
"100059",145.9,-25.1
"100060",146,-25.1
"100061",146.1,-25.1
"100062",146.2,-25.1
"100063",146.3,-25.1
"100064",146.4,-25.1
"100065",146.5,-25.1
"100066",146.6,-25.1
"100067",146.7,-25.1
"100068",146.8,-25.1
"100069",146.9,-25.1
"100070",147,-25.1
"100071",147.1,-25.1
"100072",147.2,-25.1
"100073",147.3,-25.1
"100074",147.4,-25.1
"100075",147.5,-25.1
"100076",147.6,-25.1
"100077",147.7,-25.1
"100078",147.8,-25.1
"100079",147.9,-25.1
"100080",148,-25.1
"100081",148.1,-25.1
"100082",148.2,-25.1
"100083",148.3,-25.1
"100084",148.4,-25.1
"100085",148.5,-25.1
"100086",148.6,-25.1
"100087",148.7,-25.1
"100088",148.8,-25.1
"100089",148.9,-25.1
"100090",149,-25.1
"100091",149.1,-25.1
"100092",149.2,-25.1
"100093",149.3,-25.1
"100094",149.4,-25.1
"100095",149.5,-25.1
"100096",149.6,-25.1
"100097",149.7,-25.1
"100098",149.8,-25.1
"100099",149.9,-25.1
"100100",150,-25.1
"100101",150.1,-25.1
"100102",150.2,-25.1
"100103",150.3,-25.1
"100104",150.4,-25.1
"100105",150.5,-25.1
"100106",150.6,-25.1
